地段位置或門牌,社區簡稱,交易日期,總價(萬元),"單價
(萬元/坪)","總面積
(坪)",主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,"車位總價
(萬元)",管理組織,電梯,主要用途,備註
士林區至誠路一段１３６巷１０號四樓,,113/02/08,2768,48.99,56.5,76.52%,華廈(10層含以下有電梯),41,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳3衛,,有,有,住家用,其他增建;
士林區中山北路七段８１巷２８弄６號十六樓,天母紘琚,113/02/08,19400,85.54,226.79,37.11%,住宅大樓(11層含以上有電梯),13,十六層/二十二層,房地(土地+建物)+車位,土:1 建:1車:6,4房2廳4衛,,有,有,住家用,
士林區福華路１６４巷１５號二樓,,113/02/08,2180,85.63,25.46,96.20%,公寓(5樓含以下無電梯),50,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,其他增建;
士林區延平北路九段２１３號三樓,,113/02/06,1000,46.15,21.67,100.00%,公寓(5樓含以下無電梯),48,"三層,陽臺/三層",房地(土地+建物),土:1 建:1車:0,6房1廳1衛,,無,無,住家用,頂樓加蓋;
士林區承德路四段１０巷９４號四樓,,113/02/06,1588,59.35,26.76,87.97%,公寓(5樓含以下無電梯),49,四層/四層,房地(土地+建物),土:1 建:1車:0,3房3廳2衛,,無,無,住家用,陽台外推;頂樓加蓋;
士林區承德路四段２７８號五樓,金花園,113/02/06,2650,62.95,42.1,71.63%,住宅大樓(11層含以上有電梯),38,五層/十二層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,有,住家用,陽台外推;其他增建;
士林區基河路２２號六樓,鄉林層峰,113/02/06,6100,77.47,78.74,43.69%,住宅大樓(11層含以上有電梯),15,六層/十八層,房地(土地+建物)+車位,土:1 建:1車:2,4房2廳2衛,,有,有,住家用,
士林區承德路四段１２巷５６號三樓,,113/02/06,1551,60.11,25.8,90.90%,公寓(5樓含以下無電梯),54,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
士林區天母北路４８號,,113/02/06,1988,111.28,17.87,100.00%,公寓(5樓含以下無電梯),51,"一層,騎樓/四層",房地(土地+建物),土:2 建:1車:0,,,無,無,住商用,夾層;
士林區承德路四段３巷２９號二樓之２,,113/02/05,418,59.54,7.02,61.87%,華廈(10層含以下有電梯),29,二層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,有,住家用,
士林區大南路３２５號四樓之１０,新天地,113/02/05,1088,73.43,21.17,58.41%,住宅大樓(11層含以上有電梯),16,四層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,180,有,有,商業用,
士林區延平北路六段１７６巷６弄１２號四樓,,113/02/05,900,48.96,18.38,100.00%,公寓(5樓含以下無電梯),51,四層/四層,房地(土地+建物),土:1 建:1車:0,2廳1衛,,無,無,住家用,其他增建;
士林區文林路６６１巷９號五樓,,113/02/05,1850,63.38,29.19,85.62%,公寓(5樓含以下無電梯),42,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,頂樓加蓋;其他增建;
士林區社中街２８２號七樓,全樂藏悅,113/02/05,3403,49.08,86.51,58.31%,華廈(10層含以下有電梯),15,七層/九層,房地(土地+建物)+車位,土:1 建:1車:2,4房2廳2衛,440,有,有,住家用,
士林區忠義街１５１號九樓,長虹天母,113/02/05,5750,91.55,77.32,65.56%,華廈(10層含以下有電梯),18,九層/十層,房地(土地+建物)+車位,土:1 建:1車:2,4房2廳2衛,600,有,有,住家用,
士林區德行西路５０號八樓,萬象之都,113/02/04,1728,103.98,16.62,54.46%,住宅大樓(11層含以上有電梯),16,八層/十三層,房地(土地+建物),土:3 建:1車:0,1廳1衛,,有,有,商業用,陽台外推;
士林區文林路６６１巷３９弄１６號四樓,,113/02/04,2100,69.43,30.25,100.00%,公寓(5樓含以下無電梯),47,"四層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物格局：頂樓加蓋2房2廳2衛。陽台外推;頂樓加蓋;
士林區中山北路七段１４巷５弄９之１號四樓,天母開發,113/02/04,3400,67.39,50.45,80.10%,華廈(10層含以下有電梯),38,四層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳3衛,,有,有,住家用,陽台外推;其他增建;
士林區德行西路３６號九樓之６,萬象之都,113/02/04,1317,107.93,12.2,51.56%,住宅大樓(11層含以上有電梯),16,九層/十三層,房地(土地+建物),土:3 建:1車:0,1房1廳1衛,,有,有,商業用,陽台外推;夾層;其他增建;
士林區天母北路５６號二十四樓之２,聯上天母,113/02/04,6660,112.43,79.15,51.63%,住宅大樓(11層含以上有電梯),4,二十四層/二十四層,房地(土地+建物)+車位,土:1 建:1車:2,,400,有,有,住家用,
士林區天母東路１０５巷５２號二樓,,113/02/03,1630,47.07,34.63,90.54%,公寓(5樓含以下無電梯),45,二層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
士林區重慶北路四段４９巷３１弄２４號二樓,,113/02/02,640,22.56,28.37,100.00%,公寓(5樓含以下無電梯),50,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區天母東路２２巷２３號七樓之４,天母華琪大廈仁座,113/02/02,2200,67.35,32.66,78.22%,華廈(10層含以下有電梯),46,七層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;其他增建;
士林區福港街２６２巷２０之１號四樓,,113/02/02,1297,53.12,24.41,85.68%,公寓(5樓含以下無電梯),44,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,無,無,住家用,其他增建;
士林區天母東路８巷４７號五樓,,113/02/02,3700,71,52.11,73.25%,華廈(10層含以下有電梯),42,五層/七層,房地(土地+建物),土:4 建:1車:0,3房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;陽台外推;
士林區通河東街一段１２４巷６弄１６號,,113/02/01,1990,78.24,25.43,85.28%,公寓(5樓含以下無電梯),47,一層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,其他增建;
士林區中社路一段１１巷３１弄６號二樓,,113/02/01,1000,48.05,20.81,100.00%,公寓(5樓含以下無電梯),49,二層/四層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,陽台外推;其他增建;
士林區故宮路３５巷２號三樓,,113/02/01,1560,42.95,36.32,100.00%,公寓(5樓含以下無電梯),49,"三層,陽臺/四層",房地(土地+建物),土:4 建:1車:0,5房1廳2衛,,無,無,住家用,陽台外推;其他增建;
士林區小西街７６之５號,,113/02/01,800,24.67,32.43,84.89%,公寓(5樓含以下無電梯),45,一層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,商業用,親友、員工、共有人或其他特殊關係間之交易;
士林區忠誠路一段１６巷１４弄４０號四樓,,113/02/01,2730,99.55,27.42,63.59%,華廈(10層含以下有電梯),41,四層/七層,房地(土地+建物),土:3 建:2車:0,2房2廳1衛,,有,有,住家用,陽台外推;
士林區士東路４６巷３３號三樓,,113/01/31,2180,68.41,31.87,84.98%,公寓(5樓含以下無電梯),45,三層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;其他增建;
士林區中山北路七段１１４巷１號九樓,峰雅,113/01/31,6800,102.09,74.41,57.14%,華廈(10層含以下有電梯),,"九層,見其他登記事項/九層",房地(土地+建物)+車位,土:1 建:1車:1,3房1廳2衛,150,有,有,住家用,預售屋、或土地及建物分件登記案件;
士林區福港街２１０巷３號,,113/01/30,1950,67.29,28.98,89.77%,公寓(5樓含以下無電梯),46,一層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
士林區社子街８６號九樓之１,麗池凡登,113/01/30,1788,59.23,30.19,55.28%,華廈(10層含以下有電梯),15,九層/十層,房地(土地+建物)+車位,土:2 建:1車:1,2房1廳1衛,,有,有,住家用,其他增建;
士林區基河路２３８號七樓之１０,金旺來大廈,113/01/30,860,80.04,10.74,52.98%,華廈(10層含以下有電梯),27,七層/七層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,有,有,住家用,陽台外推;
士林區承德路四段２４４號九樓,士林都心,113/01/30,3260,81.18,40.16,83.56%,華廈(10層含以下有電梯),34,九層/十層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;其他增建;
士林區天母北路２８巷２之１號三樓,,113/01/30,3068,74.07,41.42,78.91%,華廈(10層含以下有電梯),35,三層/五層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,有,住家用,其他增建;
士林區延平北路六段４７５號十樓,亞太企業中心,113/01/30,9404,37.92,248,55.56%,住宅大樓(11層含以上有電梯),9,十層/十四層,房地(土地+建物)+車位,土:1 建:2車:8,,,有,有,商業用,
士林區文林路５００號五樓,囍堂,113/01/29,2550,99.87,24.1,63.57%,住宅大樓(11層含以上有電梯),11,五層/十三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,180,有,有,住家用,
士林區承德路四段２０號二樓,,113/01/29,1600,71.2,22.47,100.00%,公寓(5樓含以下無電梯),51,"二層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,4房1廳2衛,,無,無,住家用,其他增建;
士林區忠誠路一段１６巷１４弄４０號四樓之２,,113/01/29,2188,102.6,21.33,69.82%,華廈(10層含以下有電梯),41,四層/七層,房地(土地+建物),土:3 建:1車:0,1房1廳1衛,,有,有,住家用,陽台外推;其他增建;
士林區文林路４３２號,,113/01/29,8200,138.13,59.36,100.00%,公寓(5樓含以下無電梯),59,"一層,二層,騎樓/三層",房地(土地+建物),土:1 建:1車:0,2廳2衛,,無,無,住家用,其他增建;
士林區福港街１５２號四樓,,113/01/29,1490,59.65,24.98,100.00%,公寓(5樓含以下無電梯),48,"四層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,5房5衛,,無,無,住家用,陽台外推;頂樓加蓋;
士林區福國路１００號十樓之１,雙子星,113/01/29,2600,70.35,36.96,80.81%,住宅大樓(11層含以上有電梯),45,十層/十四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區中山北路六段３９之２號,國揚天母,113/01/29,6275,139.88,44.86,67.66%,住宅大樓(11層含以上有電梯),12,"一層,二層/十三層",房地(土地+建物),土:1 建:1車:0,,,有,有,辦公用,
士林區中山北路六段３９號,國揚天母,113/01/29,5530.8,139.89,39.54,69.79%,住宅大樓(11層含以上有電梯),12,"一層,二層/十三層",房地(土地+建物),土:1 建:1車:0,,,有,有,辦公用,
士林區中山北路六段３９之１號,國揚天母,113/01/29,6644.2,139.81,63.59,67.74%,住宅大樓(11層含以上有電梯),12,"一層,二層/十三層",房地(土地+建物)+車位,土:1 建:1車:2,,600,有,有,辦公用,
士林區中山北路六段３７之２號,國揚天母,113/01/29,8550.1,139.86,69.17,69.03%,住宅大樓(11層含以上有電梯),12,"一層,二層/十三層",房地(土地+建物)+車位,土:1 建:1車:1,,300,有,有,辦公用,
士林區劍潭路１２號十二樓之３,圓山凡登,113/01/28,1235,98.97,12.48,58.04%,住宅大樓(11層含以上有電梯),15,十二層/十四層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,有,有,住家用,
士林區忠誠路二段２１巷１７號五樓,,113/01/28,5346,92.78,63.11,54.70%,華廈(10層含以下有電梯),17,五層/七層,房地(土地+建物)+車位,土:1 建:1車:2,3房2廳2衛,400,無,有,住家用,陽台外推;其他增建;
士林區天母北路５６號二十一樓,聯上天母,113/01/28,6200,111.39,65.6,53.37%,住宅大樓(11層含以上有電梯),4,二十一層/二十四層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,200,有,有,住家用,
士林區德行東路１９０巷１弄１０號二樓,涵芳庭,113/01/28,2240,67.92,32.98,81.04%,公寓(5樓含以下無電梯),38,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,
士林區中山北路五段８２９巷１６號三樓,,113/01/28,2618,73.09,35.82,83.12%,華廈(10層含以下有電梯),42,三層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,其他增建;
士林區重慶北路四段２２０巷２１弄１４號,,113/01/27,1888,0,37.99,,透天厝,55,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳3衛,,無,無,住家用,頂樓加蓋;其他增建;
士林區基河路２３６號十樓,公教大樓,113/01/27,3498,65.48,53.42,70.12%,住宅大樓(11層含以上有電梯),28,十層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,其他增建;
士林區永平街９巷１８弄８號,,113/01/27,1460,46.64,31.31,86.88%,公寓(5樓含以下無電梯),43,一層/五層,房地(土地+建物),土:2 建:1車:0,,,無,無,住家用,陽台外推;其他增建;
士林區中山北路五段５０２號六樓,欣翰士林官邸,113/01/27,13500,96.14,159.78,47.90%,住宅大樓(11層含以上有電梯),9,六層/十二層,房地(土地+建物)+車位,土:1 建:1車:3,,900,有,有,辦公用,毛胚屋;
士林區德行東路２５８號十三樓之２,日日好日,113/01/26,7080,109.63,73.68,60.24%,住宅大樓(11層含以上有電梯),2,十三層/十四層,房地(土地+建物)+車位,土:1 建:2車:1,4房2廳2衛,350,有,有,住家用,
士林區延平北路八段１８７巷１弄９號,,113/01/26,310,34.16,9.07,100.00%,公寓(5樓含以下無電梯),54,一層/三層,房地(土地+建物),土:2 建:1車:0,2房1廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區忠誠路一段５３號七樓,士林御花園,113/01/26,2758,95,29.03,78.47%,華廈(10層含以下有電梯),39,七層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;頂樓加蓋;
士林區承德路四段４０巷４９號四樓之４,劍潭整宅貳期,113/01/25,530,57.07,9.29,89.58%,華廈(10層含以下有電梯),51,四層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,陽台外推;其他增建;
士林區劍潭路３６號二樓,,113/01/25,2450,63.6,38.52,64.25%,華廈(10層含以下有電梯),40,二層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;其他增建;
士林區中山北路七段１９０巷１２弄１１號七樓,,113/01/25,3800,52.67,72.15,86.81%,華廈(10層含以下有電梯),36,七層/七層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,無,有,住家用,其他增建;
士林區文林路５００號十樓,囍堂,113/01/24,2635,103.45,24.1,63.57%,住宅大樓(11層含以上有電梯),11,十層/十三層,房地(土地+建物)+車位,土:1 建:1車:1,2房1廳1衛,180,有,有,住家用,
士林區葫蘆街４０巷１號二樓,,113/01/23,1500,35.49,42.27,88.14%,公寓(5樓含以下無電梯),38,二層/五層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區文林路７６３號六樓之４,寶殿大廈,113/01/22,2408,65,37.04,76.55%,住宅大樓(11層含以上有電梯),43,六層/十一層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,有,住家用,陽台外推;其他增建;
士林區中山北路七段１１４巷７２弄３之１號,,113/01/22,6735,0,48.34,,透天厝,60,全/一層,房地(土地+建物),土:1 建:1車:0,4房2廳4衛,,無,無,住家用,頂樓加蓋;其他增建;
士林區天母西路５８號,,113/01/22,6700,68.65,97.59,90.71%,華廈(10層含以下有電梯),39,地下一層/七層,房地(土地+建物),土:6 建:1車:0,,,無,有,其他,其他增建;
士林區小南街１４號四樓,,113/01/21,723,74.13,9.75,100.00%,公寓(5樓含以下無電梯),44,四層/四層,房地(土地+建物),土:1 建:1車:0,1廳1衛,,無,無,住家用,陽台外推;其他增建;
士林區延平北路五段５９巷８弄８號,,113/01/21,910,53.53,17,100.00%,公寓(5樓含以下無電梯),52,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,本案含有獨立出入口之頂樓加蓋，面積約６坪。頂樓加蓋;
士林區中山北路七段８１巷１６弄５號二樓之１,沐山,113/01/21,3688,74.9,50.42,53.23%,住宅大樓(11層含以上有電梯),1,二層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳4衛,280,有,有,住家用,
士林區福華路１５３巷１７號,,113/01/21,2050,78.25,26.2,100.00%,公寓(5樓含以下無電梯),52,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,其他增建;
士林區葫蘆街４０巷１５號,,113/01/21,1906,63.84,29.86,88.32%,公寓(5樓含以下無電梯),46,一層/四層,房地(土地+建物),土:3 建:1車:0,1房2廳2衛,,無,無,其他,平台外推、地下室、內梯增建、停車位變更室內使用其他增建;
士林區社正路３０號七樓,成功首席,113/01/20,1656,69,24,58.31%,住宅大樓(11層含以上有電梯),4,七層/十三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,其他增建;
